Pengusul,Status Pengusul*,Penulis 1*,Kelompok Keahlian,Penulis 2,Kelompok Keahlian.1,Penulis 3,Kelompok Keahlian.2,Penulis 4,Kelompok Keahlian.3,Penulis Tambahan,Judul Makalah / Paper*,Jenis Publikasi*,Nama Konferensi / Jurnal*,Tanggal Konferensi/Perkiraan Terbit Jurnal(dd/mm/yyyy)*,Alamat Website*,Tempat*,Abstrak*,Research Fields,Journals
DIDA_DYAH,Penulis_2,NIA_NOVITASARI,Process_and_Work_System_Optimization,DIDA_DIAH_DAMAYANTI,Electronic_based_Process_and_Work_System_Optimization_ePromize,ANTON_ABDULBASAH_KAMIL,Engineering_Management,,,,A_Model_Development_of_Perishable_Product_to_Minimize_Total_Supply_Chain_Cost_on_Fresh_Food_and_Frozen_Product_Sales_on_The_Trains,Internasional_Prosiding_Terindeks,"The_2018_International_Conference_on_Industrial,_Enterprise,_and_System_Engineering_ICoIESE_2018",21/11/2018,icoiese.telkomuniversity.ac.id,Yogyakarta,"Abstract???_The_inventory_system_has_a_function_as_an_act_of_planning,_implementing,_controlling_the_flow_and_storage_of_a_product_and_information_effectively_and_efficiently_in_order_to_fulfill_customer_demand._However,_there_are_differences_between_inventory_system_policies_on_non-perishable_products_and_perishable_products._In_the_perishable_product,_special_handling_is_needed_in_storage_by_considering_the_shelf_life_and_storage_time_to_prevent_damage_or_decay._Accuracy_in_designing_inventories_is_a_suitable_solution_to_reduce_the_occurrence_of_expired_products_and_unfulfilled_customer_demand_due_to_a_lost_sale._The_case_study_used_was_in_food_sales_activities_on_the_train._Products_sold_consist_of_two_categories:_fresh_food_8_hours_and_frozen_food_30_days._Travel_time_for_each_train_is_between_8_hours_and_14_hours._On_each_trip,_refilling_is_done_at_the_location_specified_for_each_product_category_and_each_train._The_refilling_process_aims_to_reduce_the_occurrence_of_food_damage_and_decay_during_the_trip._Thus,_this_paper_will_discuss_the_development_of_an_inventory_system_model_in_a_perishable_product_that_aims_to_minimize_the_total_supply_chain_costs_by_considering_multi_product,_fixed_lifetime,_and_probabilistic_lead_time.","[""Supply Chain Managemnet"",""Logistics"",""Optimization"",""Operation Research""]","[""Prediksi Volatilitas Harga Jual Produk Pada E-Commerce untuk Independent Stockashtic Data Menggunakan Simulasi Monte Carlo"",""Bullwhip Effect in Supply Chain for Perishable Product (A Systematic Literature Review)"",""Systematic literature review and improved model for mitigating bullwhip effect in low shelf life food supply chain"",""Designing Vendor Selection System Using Intuitionistic Fuzzy TOPSIS and Entropy Weighting Method in Oil and Gas Industry"",""Indonesian High-Speed Railway Optimization Planning for Better Decentralized Supply Chain Implementation to Support e-Logistic Last Miles Distribution"",""Intelligent Warehouse Picking Improvement Model for e-Logistics Warehouse Using Single Picker Routing Problem and Wave Picking"",""Multi-variable forecasting model using ARIMA (P, Q, N) method to project number of population in Bandung, Indonesia"",""Decision Making in Inventory Policy Determination for Each Echelon to Stabilize Capsicum Frutescens Price and Increase Farmers Share Value Using Discrete Event Simulation"",""Feasibility Analysis of Financial Aspect in Determining Optimal Last Mile Warehouse Location Using P-Median Method"",""PENGARUH KEBIJAKAN MANAJEMEN KEUANGAN DAN KINERJA KEUANGAN TERHADAP NILAI PERUSAHAAN"",""Persepsi mahasiswa terhadap penilaian teman sejawat secara daring pada mata kuliah pendidikan kewarganegaraan di Universitas Tidar"",""Identifikasi Objek/Produk untuk Proses Stock Taking Barang menggunakan Konsep Object Recognition"",""PENGARUH KEBIJAKAN MANAJEMEN KEUANGAN DAN KINERJA KEUANGAN TERHADAP NILAI PERUSAHAAN (Studi Empiris Pada Perusahaan Manufaktur yang Terdaftar Di Bursa Efek Indonesia 2015-2019)"",""Demand Forecasting for Drinking Water Products to Reduce Gap between Estimation and Realization of Demand Using Artificial Neural Network (ANN) Methods in PT. XYZ"",""FORMULASI DAN EVALUASI SOLID PARFUMEDENGAN BASIS KARAGENANAN MENGGUNAKAN ESSENSIAL OIL CITRUS (Citrus sinensis), JASMINE (Jasminum sambac) DAN VANILA (Vanila planifolia)"",""A Model Development of Perishable Product to Minimize Total Supply Chain Cost on Fresh Food and Frozen Product Sales on The Trains"",""PERANCANGAN APLIKASI PENGADAAN BARANG PADA PT. GLOSOR INDONESIA BESERTA DENGAN METODOLOGI BERORIENTASI OBYEK"",""Modeling of halal supply chain traceability system at distribution process in the food industry based on SNI 99001: 2016 using interpretive structural modelling (ISM) and …"",""Designing decision making system for supplier selection using integration ANP and TOPSIS method"",""Designing risk mitigation monitoring system of asset recovery process in a sustainable supply chain using an integrated neutrosophic TOPSIS-CRITIC method"",""Risk Management Analysis in Container Yard Development Projects in Eastern Indonesia"",""KADAR TROMBOSIT PADA REMAJA MENSTRUASI HARI KE-3 MAHASISWA ANALIS KESEHATAN: Pendahuluan, Bahan dan Metode, Hasil, Diskusi, Kesimpulan, Ucapan Terima kasih, Konflik kepentingan …"",""Designing sustainable supply chain risk monitoring in distribution and return process using fuzzy AHP-Promethee"",""Perancangan Sistem Monitoring Pengukuran Kinerja Produksi Gula Menggunakan Model BSC-SCOR Pada Pabrik Gula"",""Enhanced Technology for Logistics Courier Delivery Using RFID Label to Minimize Processing Time"",""Usulan Perancangan Sistem Manajemen Risiko Pada Rantai Dingin PT XYZ Dengan Menggunakan Metode Fuzzy Failure Mode And Effects Analysis Dan Fuzzy Analytical Hierarchy Process"",""Implementation of Multi Criteria Decision Making (MCDM) Fuzzy Neutrosophic TOPSIS-CRITIC in Determining Sustainability Aspects of the Location of IoT Based Products Warehouse"",""Sistem Pendukung Keputusan Pegawai Berprestasi Pada KSPPS BMT ALHIKMAH Weleri Dengan Metode SAW (Simple Addtive Weighting)"",""Rancangan Racking Selection Model dan Desain Warehouse untuk Meningkatkan Kapasitas Pada E-Fulfillment Center"",""Masalah Rute Kendaraan Heterogen, Waktu Jendela, Produk dan Penyimpanan Majemuk Serta Mempertimbangkan Faktor Emisi Kendaraan"",""Pengaruh pendidikan kesehatan dan senam terhadappenurunan tekanan darah pada pasien hipertensi di klinik bratang surabaya""]"
ENDANG_CHUMAIDIYAH,Penulis_2,NICO_SEPTIAN,Engineering_Management,ENDANG_CHUMAIDIYAH,Engineering_Management,RITA_ZULBETTI,Engineering_Management,,,,Company_Strategy_Based_on_Linier_Regression_of_Stocks_Return_to_the_EPS_and_Dollar_Exchange_at_Pharmaceutical_Industry_in_Indonesia_Stock_Exchange_2010-2016,Internasional_Prosiding_Terindeks,"The_2018_International_Conference_on_Industrial,_Enterprise,_and_System_Engineering_ICoIESE_2018",21/11/2018,https://icoiese.org/,"Yogyakarta,_Indonesia","Pharmaceutical_Industry_one_of_industry_that_has_a_great_effect_on_health_aspect_and_it_affects_the_economy_in_a_country._This_study_aims_to_determine_the_effect_of_Earning_Per_Share,_Debt_to_Equity_Ratio,_Return_On_Asset,_Inflation_and_Dollar_Exchange_at_simultaneosly_and_partially_to_stock_return_in_pharmaceutical_sector._This_research_purpose_to_formulate_strategy_of_pharmaceutical_industry_to_improve_the_performance_of_stocks_return._The_sample_used_is_7_companies_from_pharmaceutical_industry_on_the_Indonesia_Stock_Exchange_IDX_during_the_period_2010-2016._Data_type_used_are_secondary_data,_time_series_and_cross_section_by_using_data_panel_regression_with_an_output_linier_regression._This_research_found_that_EPS,_DER,_ROA,_inflation,_and_dollar_exchange_have_significant_effect_on_stock_return._While_variables_that_have_a_partial_effect_in_stock_return_are_EPS_and_dollar_exchange_with_EPS_have_a_positive_effect_and_dollar_exchange_have_a_negative_effect._A_tool_for_formulating_a_strategy_is_to_create_an_AHP_questionnaire_for_experts_and_SWOT_analysis._The_result_SWOT_analysis_is_a_recommendation_strategy_for_increase_of_EPS_value_with_six_operational_strategy.",[],[]
NIKEN_DWI,Penulis_1,NIKEN_DWI_WAHYU_CAHYANI,Telematics_Tele,,,,,Helen_Ashman,,,Event_Reconstruction_of_Indonesian_E-Banking_Services_on_Windows_Phone_Devices,Internasional_Prosiding_Terindeks,6th_International_Workshop_on_Applications_and_Techniques_in_Cyber_Security,43320,http://securecomm.org/atcs/,Singapore,"In_this_paper,_a_digital_investigation_of_electronic_e-banking_services_on_the_Windows_Phone_platform_of_nine_Indonesian_banks_is_undertaken._In_the_experiments,_banking_transactions_balance_check,_funds_transfer_and_phone_credit_purchase_are_performed_using_a_Nokia_Lumia_625._The_digital_evidence_resulting_from_these_transactions_is_acquired_and_analyzed_using_mobile_forensic_tools_from_Cellebrite_and_Micro_Systemation_AB._In_order_to_reconstruct_the_transaction_events,_evidence_objects_are_identified_and_related_events_are_sequenced._Specifically,_the_findings_relating_to_mobile_banking_activities_identify_eight_digital_evidence_objects_SMS,_email,_call_log,_contact,_media_file,_network_packets,_location_and_installed_apps,_and_a_physical_object_account_book_-_obtained_from_a_physical_investigation._Investigation_questions_of_who,_what,_when_and_how_are_answered_from_the_acquired_evidence_and_the_event_sequence_diagrams._The_findings_contribute_to_a_better_understanding_of_available_mobile_banking_evidence_on_Windows_Phone_devices.","[""digital forensics"",""security system""]","[""Cloud incident handling and forensic‐by‐design: cloud storage as a case study"",""Forensic data acquisition from cloud‐of‐things devices: windows Smartphones as a case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud storage service and communication apps"",""Using multimedia presentations to enhance the judiciary's technical understanding of digital forensic concepts: An indonesian case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud apps"",""Effectiveness of multimedia presentations in improving understanding of technical terminologies and concepts: a pilot study"",""An evidence‐based forensic taxonomy of Windows phone dating apps"",""An approach to enhance understanding of digital forensics technical terms in the presentation phase of a digital investigation using multimedia presentations"",""An Evidence‐Based Forensic Taxonomy of Windows Phone Communication Apps"",""Using multimedia presentations to improve digital forensic understanding: a pilot study"",""Event reconstruction of indonesian E-banking services on windows phone devices""]"
NIKEN_DWI,Penulis_1,NIKEN_DWI_WAHYU_CAHYANI,Telematics_Tele,,,,,Helen_Ashman,,,An_Evidence-based_Forensic_Taxonomy_of_Windows_Phone_Dating_Apps,Internasional_Jurnal_Terindeks_Tier_2,Journal_of_Forensic_Sciences,23/04/2018,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1556-4029.13820,USA,"Advances_in_technologies_including_development_of_smartphone_features_have_contributed_to_the_growth_of_mobile_applications,_including_dating_apps._However,_online_dating_services_can_be_misused._To_support_law_enforcement_investigations,_a_forensic_taxonomy_that_provides_a_systematic_classification_of_forensic_artifacts_from_Windows_Phone_8_WP8_dating_apps_is_presented_in_this_study._The_taxonomy_has_three_categories,_namely:_Apps_Categories,_Artifacts_Categories,_and_Data_Partition_Categories._This_taxonomy_is_built_based_on_the_findings_from_a_case_study_of_28_mobile_dating_apps,_using_mobile_forensic_tools._The_dating_app_taxonomy_can_be_used_to_inform_future_studies_of_dating_and_related_apps,_such_as_those_from_Android_and_iOS_platforms.","[""digital forensics"",""security system""]","[""Cloud incident handling and forensic‐by‐design: cloud storage as a case study"",""Forensic data acquisition from cloud‐of‐things devices: windows Smartphones as a case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud storage service and communication apps"",""Using multimedia presentations to enhance the judiciary's technical understanding of digital forensic concepts: An indonesian case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud apps"",""Effectiveness of multimedia presentations in improving understanding of technical terminologies and concepts: a pilot study"",""An evidence‐based forensic taxonomy of Windows phone dating apps"",""An approach to enhance understanding of digital forensics technical terms in the presentation phase of a digital investigation using multimedia presentations"",""An Evidence‐Based Forensic Taxonomy of Windows Phone Communication Apps"",""Using multimedia presentations to improve digital forensic understanding: a pilot study"",""Event reconstruction of indonesian E-banking services on windows phone devices""]"
NIKEN_DWI,Penulis_1,NIKEN_DWI_WAHYU_CAHYANI,Telematics_Tele,,,,,Nurul_Hidayah_Ab_Rahman,,Helen_Ashman,An_evidence-based_forensic_taxonomy_of_Windows_Phone_communication_apps,Internasional_Jurnal_Terindeks_Tier_2,Journal_of_Forensic_Sciences,25/07/2017,https://onlinelibrary.wiley.com/journal/15564029,USA,"Communication_apps_can_be_an_important_source_of_evidence_in_a_forensic_investigation_e.g._in_the_investigation_of_a_drug_trafficking_or_terrorism_case_where_the_communications_apps_were_used_by_the_accused_persons_during_the_transactions_or_planning_activities._This_study_presents_the_first_evidence-based_forensic_taxonomy_of_Windows_Phone_communication_apps,_using_an_existing_two-dimensional_Android_forensic_taxonomy_as_a_baseline._Specifically,_30_Windows_Phone_communication_apps,_including_Instant_Messaging_IM_and_Voice_over_IP_VoIP_apps,_are_examined._Artifacts_extracted_using_physical_acquisition_are_analyzed_and_seven_digital_evidence_objects_of_forensic_interest_are_identified,_namely:_Call_Log,_Chats,_Contacts,_Locations,_Installed_Applications,_SMSs_and_User_Accounts._Findings_from_this_study_would_help_to_facilitate_timely_and_effective_forensic_investigations_involving_Windows_Phone_communication_apps.","[""digital forensics"",""security system""]","[""Cloud incident handling and forensic‐by‐design: cloud storage as a case study"",""Forensic data acquisition from cloud‐of‐things devices: windows Smartphones as a case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud storage service and communication apps"",""Using multimedia presentations to enhance the judiciary's technical understanding of digital forensic concepts: An indonesian case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud apps"",""Effectiveness of multimedia presentations in improving understanding of technical terminologies and concepts: a pilot study"",""An evidence‐based forensic taxonomy of Windows phone dating apps"",""An approach to enhance understanding of digital forensics technical terms in the presentation phase of a digital investigation using multimedia presentations"",""An Evidence‐Based Forensic Taxonomy of Windows Phone Communication Apps"",""Using multimedia presentations to improve digital forensic understanding: a pilot study"",""Event reconstruction of indonesian E-banking services on windows phone devices""]"
NIKEN_DWI,Penulis_1,NIKEN_DWI_WAHYU_CAHYANI,Telematics_Tele,,,,,Helen_Ashman,,,An_approach_to_enhance_understanding_of_digital_forensics_technical_terms_in_the_presentation_phase_of_a_digital_investigation_using_multimedia_presentations,Internasional_Prosiding_Terindeks,6th_International_Workshop_on_Applications_and_Techniques_in_Cyber_Security,43320,http://securecomm.org/atcs/,Singapore,"This_study_examines_the_usage_of_multimedia_presentations_with_a_particular_focus_on_the_presentation_phase_within_a_trial_context._The_aim_is_to_understand_the_extent_to_which_multimedia_presentations_increase_a_lay_person???s_understanding_of_technical_terms_and_concepts_in_digital_forensics._A_questionnaire-based_survey_was_conducted_in_Japan_with_25_participants_attending_the_United_Nations_Asia_and_Far_East_Institute_for_the_Prevention_of_Crime_and_the_Treatment_of_Offenders_UNAFEI_160th_international_training_course_entitled_???Contemporary_Digital_Forensic_Investigations???._Multimedia_presentations_in_the_form_of_videos_were_played_with_the_aim_of_explaining_three_concepts:_cloud_computing,_botnet_and_forensic_file_recovery._The_findings_of_our_survey_showed_that_84_of_the_participants_had_a_better_understanding_after_watching_the_videos._These_results_both_support_and_extend_findings_from_our_previous_research_studies._The_discussion_on_material_classification,_background_culture_and_language_issues,_video_material,_and_other_tools_that_would_facilitate_understanding_and_the_needs_of_an_expert_provide_guidance_for_the_practical_implementation_of_multimedia_presentations_for_their_usage_in_a_courtroom_setting.","[""digital forensics"",""security system""]","[""Cloud incident handling and forensic‐by‐design: cloud storage as a case study"",""Forensic data acquisition from cloud‐of‐things devices: windows Smartphones as a case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud storage service and communication apps"",""Using multimedia presentations to enhance the judiciary's technical understanding of digital forensic concepts: An indonesian case study"",""The role of mobile forensics in terrorism investigations involving the use of cloud apps"",""Effectiveness of multimedia presentations in improving understanding of technical terminologies and concepts: a pilot study"",""An evidence‐based forensic taxonomy of Windows phone dating apps"",""An approach to enhance understanding of digital forensics technical terms in the presentation phase of a digital investigation using multimedia presentations"",""An Evidence‐Based Forensic Taxonomy of Windows Phone Communication Apps"",""Using multimedia presentations to improve digital forensic understanding: a pilot study"",""Event reconstruction of indonesian E-banking services on windows phone devices""]"
ADIWIJAYA,Penulis_2,NIKMAH_ISNAINI,,ADIWIJAYA,Modeling_and_Computational_Experiment_MCE,MOHAMAD_SYAHRUL_MUBAROK,"Intelligence,_Computing_and_Multimedia_ICM",,,,A_Multi-Lable_Classification_on_Topics_of_Indonesian_News_using_K-Nearest_Neighbor,Internasional_Prosiding_Terindeks,ICoDIS_2018,15/11/2018,http://commdis.telkomuniversity.ac.id/icodis/2018/,Bandung,"News_has_become_a_basic_human_need_along_with_the_development_of_technology_and_the_internet._The_development_of_technology_and_the_internet_has_led_to_the_process_of_distributing_information_on_the_news_shifting_from_the_way_of_delivering_the_print_media_era_to_the_digital_era._Another_problem_that_arises_when_classifying_news_is_multi-label._The_multi-label_classification_differs_from_the_single_label_classification._Single_label_classification_will_classify_a_document_into_one_label_only._While_multi-label_classification_can_group_a_document_to_more_than_one_label._For_example,_a_news_article_in_which_to_discuss_in_detail_the_early_detection_of_ovarian_cancer_with_a_bioinformatics_approach_may_have_more_than_one_label_such_as_health,_bioinformatics,_and_women._In_this_paper,_a_classification_model_was_developed_that_was_able_to_identify_the_classes_in_each_news_article_multi-labeled_using_K-Nearest_Neighbor_method._Excess_K-Nearest_Neighbor_is_an_algorithm_that_is_very_suitable_for_multi-label_cases,_even_KNN_can_be_superior_to_other_classifiers._From_the_system_that_is_made,_the_result_of_system_performance_value_which_measured_with_proximity_measure_that_is_a_comparison_between_Manhattan_Distance,_Euclidean_Distance_and_Supremum_Distance_using_parameter_K_11,_yields_Hamming_Loss_value_11,16_.",[],[]
ADIWIJAYA,Penulis_2,NILUH_PUTU_ANDRIANI_UTAMI_DEWI_HERNAWATI,,ADIWIJAYA,Modeling_and_Computational_Experiment_MCE,DODY_QORI_UTAMA,"Intelligence,_Computing_and_Multimedia_ICM",,,,Image_Processing_for_Snake_Indentification_based_on_Bite_using_Local_Binary_Pattern_and_Support_Vector_Machine_Method,Internasional_Prosiding_Terindeks,ICoDIS_2018,15/11/2018,http://commdis.telkomuniversity.ac.id/icodis/2018/,Bandung,"False_identification_snake_bite_from_observation_of_visual_features_is_a_dangerous_thing,_because_if_it_is_get_wrong_in_handling_of_first_aid_against_poisonous_snake_bites,_it_would_be_result_in_death._In_Indonesia_there_are_348_types_of_venomous_snakes,_of_course_with_a_very_large_number_of_it_must_be_wary_if_bitten_by_snake._In_general,_ordinary_people_with_snake_bite_patterns_will_panic_and_do_not_know_what_to_do_for_first_aid_if_they_are_bitten_by_snake._Even_a_doctor_can_be_wrong_in_identifying_snake_bites._Difficulty_of_identifying_snake_directly,_then_made_an_Image_Processing_System_for_Identification_snake_bite_using_Local_Binary_Pattern_and_Support_Vector_Machine_method_that_helps_identify_and_classify_snakes_automatically._This_system_classifies_venomous_and_non-venomous_snake_based_on_its_bite_pattern_image_using_two_methods_ie_Support_Vector_MachinesSVM_and_Local_binary_PatternLBP._Final_result_from_this_research_yielded_89_accuracy_with_P_8,_r_1_for_LBP_and_C_1,_??_0.15_for_SVM_using_the_RBF_kernel._The_dataset_used_has_28_data,_the_data_divided_into_19_training_data_and_9_test_data.",[],[]
FRANSISKUS,Penulis_3,NISRINA_FATHNIN,Process_and_Work_System_Optimization,JUDI_ALHILMAN,Electronic_based_Process_and_Work_System_Optimization_ePromize,FRANSISKUS_TATAS_DWI_ATMAJI,Process_and_Work_System_Optimization,,,,"KATEGORI_RISIKO,_ESTIMASI_UMUR_SISA,_DAN_USULAN_JADWAL_INSPEKSI_PADA_STORAGE_TANK_MENGGUNAKAN_METODE_RISK-BASED_INSPECTION_PADA_PT._XYZ",Nasional_Jurnal_Tidak_Terakreditasi,Journal_Industrial_Servicess,31/05/2018,https://jurnal.untirta.ac.id/index.php/jiss,Universitas_Sultan_Ageng_Tirtayasa,"PT.XYZ_adalah_perusahaan_yang_menyelenggarakan_usaha_di_bidang_energi_dan_petrokimia._Untuk_menyalurkan_bahan_bakar_minyak_ke_konsumen_setiap_harinya,_PT.XYZ_harus_mampu_menyediakan_bahan_bakar_minyak_yang_berkualitas_baik_sehingga_dapat_memenuhi_permintaan_konsumen._Atmospheric_Storage_Tank_tangki_timbun_adalah_tempat_untuk_menyimpan_produk_minyak_sebelum_produk_minyak_didistribusikan_kepada_konsumen._Sangat_penting_untuk_mengetahui_umur_sisa_tangki_dan_perencanaan_jadwal_inspeksi_tangki_agar_perawatan_yang_dilakukan_efektif_dan_efisien._Risk_Based_Inspection_RBI_adalah_suatu_metode_untuk_menentukan_rencana_inspeksi_berupa_pemilihan_peralatan_dan_kapan_harus_diinspeksi_berdasarkan_risiko_kegagalannya._Metode_RBI_yang_digunakan_adalah_RBI_Semi_Kuantitatif_yaitu_metode_RBI_yang_menggabungkan_antara_RBI_kuantitatif_dan_RBI_Kualitatif_dengan_menggunakan_standar_API_581._Tujuan_dari_penelitian_ini_adalah_untuk_mengetahui_kategori_risiko,_estimasi_umur_sisa,_dan_usulan_jadwal_inspeksi_pada_tangki_timbun._Dari_hasil_penelitian_dapat_diketahui_kategori_risiko_pada_tangki_timbun_adalah_rendah._Estimasi_umur_sisa_pada_dinding_tangki_timbun_pada_course-1_adalah_66_tahun,_course-2_adalah_63_tahun,_course-3_adalah_73_tahun,_course-4_adalah_390_tahun,_course-5_adalah_530_tahun,_dan_course-6_adalah_626_tahun._Usulan_interval_inspeksi_berdasarkan_metode_RBI_adalah_4_atau_5_tahun.",[],[]
FRANSISKUS,Penulis_3,NISRINA_FATHNIN,Process_and_Work_System_Optimization,JUDI_ALHILMAN,Electronic_based_Process_and_Work_System_Optimization_ePromize,FRANSISKUS_TATAS_DWI_ATMAJI,Process_and_Work_System_Optimization,,,,Penentuan_Estimasi_Biaya_Kerugian_Perusahaan_Akibat_Ketidakandalan_Mesin_Menggunakan_Metode_Cost_of_Unreliability_COUR,Nasional_Jurnal_Tidak_Terakreditasi,Jurnal_Teknologi_JURTEK_Institut_Sains_&_Teknologi_AKPRIND-Yogyakarta,30/06/2018,https://journal.akprind.ac.id/index.php/jurtek/article/view/1298,"Jurnal_Teknologi_JURTEK,_Institut_Sains_&_Teknologi_AKPRIND-Yogyakarta","PT.XYZ_is_a_company_of_energy_and_petrochemicals._Atmospheric_Storage_Tank_is_a_place_to_store_oil_products_before_oil_products_are_distributed_to_consumers,_so_that_the_tank_can_operate_in_need_of_supporting_subsystems_such_as_grounding_cable,_automatic_tank_gauge,_water_sprinkle,_check_valve,_and_pressure_relief_valve._If_the_reliability_of_the_machine_decreases,_the_production_will_stop_and_will_interfere_with_predetermined_production_targets,_this_will_certainly_affect_the_loss_of_revenue._The_COUR_method_can_estimate_the_potential_money_loss_caused_by_machine_unreliability._the_cost_caused_by_unreliability_system_based_on_corrective_time_is_Rp15.448.154.673,00,_and_based_on_downtime_is_Rp57.559.749.757,00._Total_loss_of_revenue_because_of_the_unreliability_of_the_machine_is_Rp73.027.764.887,00",[],[]
ADIWIJAYA,Penulis_2,NOVELTY_OCTAVIANI_FAOMASI_DAELI,,ADIWIJAYA,Modeling_and_Computational_Experiment_MCE,,,,,,Sentiment_Analysis_on_Movie_Reviews_using_Information_Gain_and_K-Nearest_Neighbor,Internasional_Prosiding_Terindeks,ICoDIS_2018,15/11/2018,http://commdis.telkomuniversity.ac.id/icodis/2018/,Bandung,"The_huge_resources_need_effectiveness_and_efficiency,_it_can_be_processed_by_machine_learning._There_have_been_many_studies_conducted_using_machine_learning_method_and_produced_quite_good_performance_in_sentiment_analysis._Some_machine_learning_methods_that_are_often_used_in_general_are_Naive_Bayes_NB,_K-Nearest_Neighbor_KNN,_Support_Vector_Machine_SVM,_and_Random_Forest_methods._Mostly,_KNN_does_not_achieve_better_performance_than_other_machine_learning_methods_in_sentiment_analysis._In_this_study,_the_Polarity_v2.0_from_Cornell_movie_review_dataset_will_be_used_to_test_KNN_with_Information_Gain_features_selection_in_order_to_achieve_good_performance._The_KNN_method_with_the_help_of_IG_feature_selection_becomes_the_best_performance_method_with_96.8\_accuracy_compared_to_the_NB,_SVM,_and_Random_Forest_methods.",[],[]
